Date,sma_3,sma_5,sma_7,sma_10,sma_15,sma_20,sma_25,sma_30,ema_3,ema_5,ema_7,ema_10,ema_15,ema_20,ema_25,ema_30,atr_3,atr_5,atr_7,atr_10,atr_15,atr_20,atr_25,atr_30,rsi_3,rsi_5,rsi_7,rsi_10,rsi_15,rsi_20,rsi_25,rsi_30,adx_3,adx_5,adx_7,adx_10,adx_15,adx_20,adx_25,adx_30,stoch_k_3,stoch_k_5,stoch_k_7,stoch_k_10,stoch_k_15,stoch_k_20,stoch_k_25,stoch_k_30,stoch_d_3,stoch_d_5,stoch_d_7,stoch_d_10,stoch_d_15,stoch_d_20,stoch_d_25,stoch_d_30
2010-01-27,6469.52,6496.294,6528.837142857143,6550.908,6558.068666666667,,,,6481.710560201009,6497.8957594477415,6512.159911975179,6527.133043005713,6545.2919843750005,,,,87.7889091663254,88.33352501611563,87.64471897176615,86.65942705360489,85.62876246704265,,,,30.274303443276388,31.702038714192025,33.43041442730852,34.89078934173572,35.96913831208254,,,,59.71886531586106,42.30948643459524,33.9156430978341,,,,,,44.267719386652594,26.374512967727952,37.94868902957271,,,,,,31.246267558285222,31.462303464885434,41.3342854319479,,,,,
2010-01-28,6466.556666666666,6468.986,6501.487142857142,6532.407,6550.538666666666,,,,6462.060280100504,6479.400506298494,6494.722433981385,6511.72885336831,6532.431736328126,,,,94.749079128094,92.4582637629184,90.81645602787766,89.20309635238998,87.73088220965805,,,,20.383223741376803,25.940102855799797,29.036716107749292,31.41921443810217,33.149832179812535,,,,42.225182273193795,36.494242033496604,31.486346132981307,,,,,,54.21096346828935,24.83469487153522,29.473250076690316,40.114490627699396,,,,,42.0088218383369,26.89148757963999,36.52500345086746,,,,,
2010-01-29,6452.053333333333,6458.338000000001,6480.657142857142,6518.8769999999995,6538.728,6551.2135,,,6451.390140050253,6466.507004198997,6481.221825486039,6498.81815275589,6520.96776928711,6551.2135,,,86.30351292825797,87.7968687852222,87.61303564741176,86.95098221451161,86.09973709068963,85.57065148724197,,,19.84640921318554,25.618860671334204,28.79304481093085,31.228664781644063,32.99688906159021,,,,37.07411533218364,35.34457246603489,31.424064208125635,28.743477549806634,,,,,43.27143538537897,27.337106272733998,25.08504168655434,37.33772129075398,,,,,47.250039413440305,26.182104703999055,30.83566026427246,,,,,
2010-02-01,6459.82,6467.343999999999,6468.854285714285,6508.132,6532.332666666666,6544.4580000000005,,,6473.860070025126,6476.448002799332,6484.99886911453,6498.365761345728,6517.888048126221,6545.9865,,,88.45277284820888,88.7967170002453,88.37688808689732,87.60213216209843,86.67915961015225,86.11500474290304,,,65.14904732964948,50.72054931183401,46.14341265977109,43.71015831369728,42.37079606305892,41.84902489239996,,,25.11180239645046,31.070643590680028,29.458429143523574,27.66026424557102,,,,,40.639600885348166,39.83762219393324,27.928086527962382,34.92784372547699,,,,,46.04066657967217,30.669807779400816,27.49545943040235,37.460018547976794,,,,
2010-02-02,6495.723333333334,6480.521999999999,6476.877142857143,6499.758,6532.880666666667,6543.001,,,6511.990035012563,6501.005335199555,6501.279151835897,6507.775622919232,6521.917042110444,6546.380166666666,,,86.01818983263358,87.25600515334372,87.30850918922259,86.88643962760015,86.20707566562344,85.7480238892323,,,80.85165265647977,65.00129182476245,57.75846982909328,52.89784216675931,49.66837054744824,48.25514633535548,,,34.50716651018401,29.810671012492843,26.688368293999652,24.259039165174034,,,,,58.11615732761171,50.144974848429555,37.53170821949726,32.684652875550746,,,,,47.34239786611295,39.106567771698934,30.181612144671323,34.98340596392724,,,,
2010-02-03,6533.416666666667,6496.6759999999995,6491.5199999999995,6496.485,6532.830666666667,6542.7205,,,6532.895017506282,6518.603556799704,6514.409363876923,6516.143691479371,6525.902411846639,6547.086817460317,,,70.99412117196799,77.93981101901512,80.4890894111739,81.846070903852,82.41397586234211,82.51417793005169,,,81.69789664739231,65.84766448522075,58.47330021209895,53.47509395275847,50.13125632923316,48.66242921031476,,,40.768387331665174,28.813094265038767,24.393565912154333,21.442656272235816,,,,,79.41141223738992,61.68681307271487,49.74445153469521,33.331787317240256,,,,,59.389056816783274,50.55647003835923,38.401415427384954,33.648094639422666,,,,
2010-02-04,6500.143333333333,6487.496,6478.988571428571,6478.241,6517.4366666666665,6534.778,,,6464.702508753141,6477.9057045331365,6484.934522907692,6494.392111210394,6509.728360365809,6532.7461681783825,,,107.2649020481411,98.4085095109181,95.03615513728752,92.4905348401231,90.43853675036442,89.38453908364046,,,21.31208915675038,28.728959511902605,31.712672792576768,33.80185689885465,35.27483136578354,35.9363929033604,,,43.87628254888451,30.195836498138572,25.40955978296884,22.309116608101064,,,,,59.69266823402728,55.808329535217375,45.2700308742764,29.40971167825766,,,,,65.74007926634299,55.880039152120595,44.18206354282296,31.80871729034956,,,,
2010-02-05,6404.88,6452.218000000001,6449.174285714286,6455.278,6496.657333333334,6517.1005,6531.4144,,6364.516254376571,6406.713803022091,6429.783392180769,6452.562636444867,6479.053565320083,6507.182723589965,6531.4144,,121.80384380512714,108.94260429363793,103.18663520936163,98.78107819791556,95.34174246296499,93.63962997556362,92.6303784924919,,11.032768641633913,18.044200486310725,21.890527762495637,25.159259997131258,27.844975027154554,29.184915189923082,,,54.62890998132055,36.441511020566686,29.683102819358822,25.45753907856104,,,,,32.75506255598493,50.32472231678848,41.65045982011164,27.921676838475065,,,,,57.286381009134054,55.939954974906904,45.55498074302775,30.221058611324327,,,,
2010-02-08,6335.993333333333,6422.38,6435.564285714287,6444.862,6479.548,6504.8445,6520.0424,,6355.828127188286,6386.855868681395,6409.122544135576,6433.394884363982,6462.564369655072,6491.94055943854,6517.239446153846,,121.83589671632728,111.54193944335125,105.90944982981001,101.25266139227178,97.4655310048065,95.55824104777858,94.42051698774685,,38.780894659306334,36.53007069100359,36.308895635080695,36.46703923724538,36.78278451574307,36.991433560842694,37.12728371633101,,62.02291798927278,41.55451268245174,33.3698769573383,28.210926993278452,,,,,13.990793799852455,43.387196134411454,43.36768275661531,30.703171707886177,,,,,35.47950819662156,49.8400826621391,43.42939115033445,29.3448534082063,,,,
2010-02-09,6308.740000000001,6375.3060000000005,6417.568571428572,6427.914,6458.274,6493.487,6509.4619999999995,,6335.289063594143,6362.820579120931,6385.529408101682,6411.823087206894,6444.087573448189,6475.065268063441,6501.663334911243,,105.59031187322643,103.83491711811824,101.14822806677202,98.26358101523914,95.54266367783201,94.0603377603848,93.14356861408783,,32.78214927810051,32.90166183148557,33.4880626398488,34.22002791072973,34.96759624075954,35.38537998684073,35.643595760527326,,62.75626068697956,44.35196734510612,35.81697703586719,30.19222285448846,,,,,30.13298364216094,30.595958593471103,43.77979992607698,29.438501731078514,,,,,25.62627999933278,41.43595901489035,42.93264750093465,29.35445009247992,,,,
2010-02-10,6331.96,6331.344,6394.377142857143,6414.01,6441.438,6482.459000000001,6500.4452,,6334.639531797071,6353.210386080621,6372.64455607626,6397.67161680564,6430.325376767165,6461.629528247875,6488.7653860719165,,94.87008212469588,97.74214856615,97.13490223624014,95.6430795919953,93.81870700119448,92.70694852628043,91.98589463279107,,40.92426247106891,37.510355998458635,36.886115684133934,36.790646910246345,36.94790955599443,37.09314209723073,37.19653996420519,,55.45101313793709,44.371698976255686,36.788277501901106,31.29357335239971,,,,,49.52037045545936,18.538587960615295,38.54903763121231,29.1521392810054,,,,,31.214715965824258,30.84058089616595,41.898840104634864,29.76460423999003,,,,
2010-02-11,6350.72,6332.726000000001,6373.419999999999,6410.111,6429.736000000001,6471.259,6494.3676000000005,,6369.0297658985355,6369.946924053748,6380.338417057195,6398.716777386432,6426.962204671269,6456.085763652839,6482.200356374077,,93.97004770914974,96.62599168380153,96.41742028165227,95.27860438130259,93.69160552703956,92.67226481744764,91.99650744854883,,64.31915327045384,52.2916546046166,48.05824729712157,45.35328650108609,43.58946277973136,42.83251157588963,42.41943025581282,,40.15838539502578,38.946303096541264,34.86796615489809,30.73428829820205,,,,,66.08290146240161,35.346497064698866,33.07988971122033,32.046419763763446,27.348939141818253,,,,48.578751853340634,28.160347872928423,38.46957575616988,30.21235359194912,,,,
2010-02-12,6384.536666666667,6363.1,6353.762857142858,6407.659000000001,6424.552,6463.268,6486.300399999999,6503.361999999999,6392.614882949268,6385.364616035833,6389.303812792897,6401.895545134354,6425.61692908736,6452.287119495426,6477.1234058837645,6503.362,91.71335337055763,94.73845669189916,95.08760262801746,94.43498180501642,93.19632053431609,92.32387323875696,91.72480543817835,91.29661531969523,67.83602503626777,54.754158420454026,49.96044245976432,46.826490282577325,44.73747834775675,43.82554786441422,43.323174010024275,,40.56869364571597,32.15248245924841,30.81351464565672,28.874462416260144,28.57718118991587,,,,71.16762536050652,49.79995578380783,27.88380386411806,35.385295672578444,29.5030650827962,,,,62.25696575945583,34.56168026970733,33.170910402183566,32.19461823911576,,,,
2010-02-15,6420.126666666666,6381.824,6360.084285714285,6402.102000000001,6423.849333333333,6455.117,6480.240400000001,6497.005999999999,6416.687441474634,6403.829744023889,6402.167859594672,6408.9618096553795,6427.509812951441,6451.1892985911,6474.326220815783,6499.323161290324,77.21885185356983,85.42754427249041,88.33690517456444,89.63120991547603,89.79828165932847,89.5544817488686,89.30134770615317,89.08940841093003,74.95262261040799,59.74536936639872,53.757313347039066,49.720781927943754,46.960028432009075,45.732457295879065,45.049671378397115,44.61756616353316,40.84222846734385,26.726693838219344,27.370096321939855,27.248858605677608,27.555182554610386,,,,75.75642002620975,60.36592360043447,40.046351688375225,37.47756163207056,33.23438262051505,,,,71.00231561637263,48.504125482980385,33.67001508790454,34.96975902280415,30.02879561504317,,,
2010-02-16,6451.540000000001,6418.406,6393.417142857143,6396.856,6424.7446666666665,6448.307,6478.470799999999,6494.285999999999,6457.173720737317,6435.1064960159265,6426.040894696004,6425.088753354401,6436.278586332512,6455.615079677662,6476.121126906876,6499.215860561916,78.12590333809518,84.32916519242967,87.12864036638652,88.62762913297612,89.05987893919287,88.95826330078542,88.78782086850059,88.62874611289834,85.84025272156798,69.49166665508457,61.62717104627405,55.89991795744985,51.77446067414261,49.881514818946044,48.812682011488874,48.13052253120482,51.00034652322476,27.77297851654646,25.330067404665105,24.33381717567276,25.569978666099797,,,,77.08930380039739,73.95914801262215,52.52787419958498,39.439102730067326,36.060005502659,,,,74.67111639570454,61.37500913228815,40.15267658402609,37.433986678238774,32.93248440199009,,,
2010-02-17,6502.006666666667,6465.128,6424.911428571429,6398.236,6431.049333333333,6447.360500000001,6478.9928,6494.559,6512.386860368659,6479.270997343951,6461.430671022003,6450.999889108146,6452.6937630409475,6466.280310184551,6483.157963298655,6503.627740525664,79.05393699274006,83.6448984483693,86.23474183532919,87.83125577071843,88.45442457994055,88.46509425278849,88.3620005187097,88.24661814223799,92.13979980894145,77.76366433886795,69.15498613176013,62.238090281070974,56.92384505819249,54.39310422951249,52.93905012452223,52.001865889742845,62.312037162828915,32.624385796770106,26.237874343331345,23.39762278328311,23.60139666070333,,,,85.46574262499394,87.29061759825065,61.66178855792129,43.12642872813464,40.44235030822634,,,,79.43715548386702,73.87189640376909,51.412004815293834,40.01436436342417,36.5789128104668,,,
2010-02-18,6567.516666666666,6511.902,6470.988571428571,6422.314,6444.041333333333,6450.2775,6479.3876,6497.29,6574.838430184329,6531.943998229301,6505.395503266502,6484.87081836121,6475.7682926608295,6482.566947309832,6495.014273814144,6512.251112104655,76.24262176577213,81.0385972069622,83.99219168043783,86.06089133265796,87.1395293606999,87.38380325870392,87.41628129432507,87.38787486001982,95.27902130887617,83.3773397644841,74.88300489368615,67.42193782178678,61.331828135290266,58.32770177128371,56.572691879547875,55.43075315946007,71.89902094706035,39.02359781744929,28.910083814034312,23.83865447653225,22.74013811080472,,,,92.7441972452712,89.66516576946893,72.70607714502137,52.54250819800872,45.753257852542646,,,,85.09974789022084,83.63831046011391,62.298579967509205,45.03601321873689,40.751871221142665,,,
